Timestamp,Variant,Circuit,Verify,Original_Gates,Final_Gates,Removed,Area_Before_AND2,Area_After_AND2,Area_Saved_AND2,Depth_Before,Depth_After,T_Parse,T_Encode,T_SAT,T_CEC,T_Total,SAT_Candidates,SAT_Checks,SAT_Query_SAT,SAT_Query_UNSAT,SAT_Timeouts,SAT_Abort_Reason,SAT_Unresolved,SAT_Max_Budget,Rebuilds,TFI_Checks,TFI_Query_SAT,TFI_Query_UNSAT,TFI_Timeouts,TFI_Skipped,Window_Checks,Window_Query_SAT,Window_Query_UNSAT,Window_Timeouts,Window_Skipped,Window_Audit_Fail,Cone_Checks,Cone_Query_SAT,Cone_Query_UNSAT,Cone_Timeouts,Cone_Skipped,Global_Checks,Global_Query_SAT,Global_Query_UNSAT,Global_Timeouts,CEX_Prune_Events,CEX_Prune_Checked,CEX_Pruned,CEX_TFI_Prune_Events,CEX_TFI_Prune_Checked,CEX_TFI_Pruned,CEX_Pruning_Enabled,CEX_Audit_Enabled,CEX_Audit_Checked,CEX_Audit_SAT,CEX_Audit_False_Prunes,CEX_Audit_Timeouts,CEX_Audit_Skipped,CEX_Audit_Limit_Hit,Candidate_Order,Window_Enabled,Cone_Enabled,Checkpoint_Resume
2026-05-18_01-53-05,cex_window_audit,benchmarks/c7552.aag,PASS,1693,1679,14,1693,1679,14,35,35,0.0026,12.6848,101.7470,0.1020,120.0825,6744,1083,1075,7,1,TIME_BUDGET_CHECKPOINT,712,500,1,315,315,0,0,0,768,760,7,1,0,0,0,0,0,0,0,0,0,0,0,759,554167,5263,313,90979,6429,1,1,5263,5263,0,0,0,0,current,1,1,0
