Circuit,Solver,Wire_ID,Time_Sec,Status,Method
c7552.aag,glucose4,1647,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1921,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1630,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1922,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1923,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1924,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1925,0.000001,SAT,SIMULATION
c7552.aag,glucose4,98,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1926,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1927,0.000001,SAT,SIMULATION
c7552.aag,glucose4,230,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1928,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1929,0.000001,SAT,SIMULATION
c7552.aag,glucose4,75,0.000001,SAT,SIMULATION
c7552.aag,glucose4,157,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1930,0.000001,SAT,SIMULATION
c7552.aag,glucose4,277,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1931,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1932,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1933,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1934,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1765,0.000001,SAT,SIMULATION
c7552.aag,glucose4,137,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1935,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1936,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1772,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1937,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1938,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1939,0.000001,SAT,SIMULATION
c7552.aag,glucose4,17,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1940,0.000001,SAT,SIMULATION
c7552.aag,glucose4,423,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1941,0.000001,SAT,SIMULATION
c7552.aag,glucose4,84,0.000001,SAT,SIMULATION
c7552.aag,glucose4,777,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1942,0.000001,SAT,SIMULATION
c7552.aag,glucose4,181,0.000001,SAT,SIMULATION
c7552.aag,glucose4,46,0.000001,SAT,SIMULATION
c7552.aag,glucose4,42,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1451,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1943,0.000001,SAT,SIMULATION
c7552.aag,glucose4,416,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1944,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1945,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1946,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1750,0.000001,SAT,SIMULATION
c7552.aag,glucose4,21,0.000001,SAT,SIMULATION
c7552.aag,glucose4,1947,0.000001,SAT,SIMULATION
c7552.aag,glucose4,114,0.000001,SAT,SIMULATION
c7552.aag,glucose4,148,0.000001,SAT,SIMULATION
alu_8bit.aag,glucose4,244,0.000001,SAT,SIMULATION
alu_8bit.aag,glucose4,245,0.000001,SAT,SIMULATION
alu_8bit.aag,glucose4,182,0.000001,SAT,SIMULATION
alu_8bit.aag,glucose4,243,0.000001,SAT,SIMULATION
alu_8bit.aag,glucose4,246,0.000001,SAT,SIMULATION
alu_8bit.aag,glucose4,247,0.000001,SAT,SIMULATION
alu_8bit.aag,glucose4,248,0.000001,SAT,SIMULATION
alu_8bit.aag,glucose4,249,0.000001,SAT,SIMULATION
alu_8bit.aag,glucose4,250,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1003,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1004,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1005,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1006,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1007,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1008,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1009,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1010,0.000001,SAT,SIMULATION
c3540.aag,glucose4,953,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1011,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1012,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1013,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1014,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1015,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1016,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1017,0.000001,SAT,SIMULATION
c3540.aag,glucose4,957,0.000008,UNSAT (REDUNDANT),PYSAT
c3540.aag,glucose4,1018,0.000001,SAT,SIMULATION
c3540.aag,glucose4,1019,0.000001,SAT,SIMULATION
c3540.aag,glucose4,952,0.000001,SAT,SIMULATION
c3540.aag,glucose4,956,0.000001,SAT,SIMULATION
c3540.aag,glucose4,994,0.000001,SAT,SIMULATION
c17.aag,glucose4,12,0.000001,SAT,SIMULATION
c17.aag,glucose4,13,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1903,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1904,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1905,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1906,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1907,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1908,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1909,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1910,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1911,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1912,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1865,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1913,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1914,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1915,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1916,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1895,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1917,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1918,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1919,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1920,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1861,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1921,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1922,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1923,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1924,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1925,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1926,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1927,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1928,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1929,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1930,0.000001,SAT,SIMULATION
c6288.aag,glucose4,1900,0.000001,SAT,SIMULATION
